"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TEMP"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-06","  90.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-07","  85.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-08","  82.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-11","  80.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-12","  85.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-13","  81.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-15","  84.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-16","  80.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-17","  82.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-20","  82.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-21","  87.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-22","  83.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-23","  84.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-24","  80.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-27","  82.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-07-31","  85.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-01","  82.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-02","  81.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-03","  84.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-05","  84.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-06","  77.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-09","  79.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-12","  85.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-13","  80.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-14","  83.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-15","  72.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-16","  80.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-17","  83.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-18","  82.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-20","  79.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-21","  84.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-22","  80.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-25","  85.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-08-31","  84.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-03","  84.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-06","  82.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-07","  87.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-09","  84.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-10","  86.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-12","  90.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-15","  82.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-18","  86.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-22","  77.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-25","  82.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-28","  83.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-29","  93.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-09-30","  91.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-03","  85.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-05","  91.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-07","  81.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-11","  90.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-15","  89.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-21","  83.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-26","  81.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-27","  88.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-28","  86.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-10-30","  87.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-05","  90.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-08","  92.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-11","  90.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-12","  91.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-16","  85.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-17","  81.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-19","  77.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-20","  80.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-23","  84.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-25","  80.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-27","  83.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-28","  78.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-11-29","  82.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-12-01","  83.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-12-02","  85.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-12-03","  82.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-12-07","  84.8"
