"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"29 Aug 2011","US Dollar","USDGHS","1.4988","1.5274","1.5131"
"30 Aug 2011","US Dollar","USDGHS","1.4988","1.5274","1.5131"
"01 Sep 2011","US Dollar","USDGHS","1.4993","1.5278","1.5136"
"02 Sep 2011","US Dollar","USDGHS","1.4993","1.5278","1.5136"
"05 Sep 2011","US Dollar","USDGHS","1.4993","1.5278","1.5136"
"06 Sep 2011","US Dollar","USDGHS","1.5016","1.5300","1.5158"
"07 Sep 2011","US Dollar","USDGHS","1.5016","1.5300","1.5158"
"08 Sep 2011","US Dollar","USDGHS","1.5020","1.5305","1.5163"
"09 Sep 2011","US Dollar","USDGHS","1.5020","1.5305","1.5163"
"12 Sep 2011","US Dollar","USDGHS","1.5030","1.5314","1.5172"
"13 Sep 2011","US Dollar","USDGHS","1.5043","1.5327","1.5185"
"14 Sep 2011","US Dollar","USDGHS","1.5057","1.5327","1.5192"
"15 Sep 2011","US Dollar","USDGHS","1.5066","1.5364","1.5215"
"16 Sep 2011","US Dollar","USDGHS","1.5066","1.5364","1.5215"
"19 Sep 2011","US Dollar","USDGHS","1.5133","1.5435","1.5284"
"20 Sep 2011","US Dollar","USDGHS","1.5133","1.5436","1.5285"
"22 Sep 2011","US Dollar","USDGHS","1.5129","1.5431","1.5280"
"23 Sep 2011","US Dollar","USDGHS","1.5133","1.5436","1.5285"
"26 Sep 2011","US Dollar","USDGHS","1.5153","1.5460","1.5307"
"27 Sep 2011","US Dollar","USDGHS","1.5169","1.5474","1.5322"
"28 Sep 2011","US Dollar","USDGHS","1.5169","1.5474","1.5322"
"29 Sep 2011","US Dollar","USDGHS","1.5183","1.5496","1.5340"
"30 Sep 2011","US Dollar","USDGHS","1.5183","1.5492","1.5338"
"03 Oct 2011","US Dollar","USDGHS","1.5183","1.5492","1.5338"
"04 Oct 2011","US Dollar","USDGHS","1.5190","1.5501","1.5346"
"05 Oct 2011","US Dollar","USDGHS","1.5229","1.5545","1.5387"
"06 Oct 2011","US Dollar","USDGHS","1.5229","1.5545","1.5387"
"07 Oct 2011","US Dollar","USDGHS","1.5233","1.5550","1.5392"
"10 Oct 2011","US Dollar","USDGHS","1.5229","1.5545","1.5387"
"11 Oct 2011","US Dollar","USDGHS","1.5283","1.5611","1.5447"
"12 Oct 2011","US Dollar","USDGHS","1.5283","1.5620","1.5452"
"13 Oct 2011","US Dollar","USDGHS","1.5303","1.5630","1.5467"
"14 Oct 2011","US Dollar","USDGHS","1.5303","1.5630","1.5467"
"17 Oct 2011","US Dollar","USDGHS","1.5303","1.5652","1.5478"
"18 Oct 2011","US Dollar","USDGHS","1.5358","1.5689","1.5524"
"19 Oct 2011","US Dollar","USDGHS","1.5365","1.5698","1.5532"
"20 Oct 2011","US Dollar","USDGHS","1.5365","1.5698","1.5532"
"21 Oct 2011","US Dollar","USDGHS","1.5365","1.5698","1.5532"
"24 Oct 2011","US Dollar","USDGHS","1.5365","1.5698","1.5532"
"25 Oct 2011","US Dollar","USDGHS","1.5404","1.5746","1.5575"
"26 Oct 2011","US Dollar","USDGHS","1.5418","1.5737","1.5578"
"27 Oct 2011","US Dollar","USDGHS","1.5413","1.5728","1.5571"
"28 Oct 2011","US Dollar","USDGHS","1.5410","1.5726","1.5568"
"31 Oct 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"01 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"02 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"03 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"04 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"08 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"09 Nov 2011","US Dollar","USDGHS","1.5415","1.5739","1.5577"
"10 Nov 2011","US Dollar","USDGHS","1.5415","1.5748","1.5582"
"11 Nov 2011","US Dollar","USDGHS","1.5420","1.5753","1.5587"
"14 Nov 2011","US Dollar","USDGHS","1.5434","1.5757","1.5596"
"15 Nov 2011","US Dollar","USDGHS","1.5434","1.5757","1.5596"
"16 Nov 2011","US Dollar","USDGHS","1.5443","1.5775","1.5609"
"17 Nov 2011","US Dollar","USDGHS","1.5447","1.5780","1.5614"
"18 Nov 2011","US Dollar","USDGHS","1.5361","1.5775","1.5568"
"21 Nov 2011","US Dollar","USDGHS","1.5361","1.5775","1.5568"
"22 Nov 2011","US Dollar","USDGHS","1.5361","1.5775","1.5568"
"23 Nov 2011","US Dollar","USDGHS","1.5440","1.5814","1.5627"
"24 Nov 2011","US Dollar","USDGHS","1.5531","1.5814","1.5673"
"25 Nov 2011","US Dollar","USDGHS","1.5531","1.5814","1.5673"
"28 Nov 2011","US Dollar","USDGHS","1.5535","1.5818","1.5677"
"29 Nov 2011","US Dollar","USDGHS","1.5535","1.5818","1.5677"
"30 Nov 2011","US Dollar","USDGHS","1.5535","1.5859","1.5697"
"01 Dec 2011","US Dollar","USDGHS","1.5581","1.5913","1.5747"
"02 Dec 2011","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"05 Dec 2011","US Dollar","USDGHS","1.5581","1.5913","1.5747"
"06 Dec 2011","US Dollar","USDGHS","1.5585","1.5918","1.5752"
"07 Dec 2011","US Dollar","USDGHS","1.5572","1.5905","1.5739"
"08 Dec 2011","US Dollar","USDGHS","1.5572","1.5905","1.5739"
"09 Dec 2011","US Dollar","USDGHS","1.5576","1.5909","1.5743"
"12 Dec 2011","US Dollar","USDGHS","1.5581","1.5914","1.5748"
"13 Dec 2011","US Dollar","USDGHS","1.5657","1.6029","1.5843"
"14 Dec 2011","US Dollar","USDGHS","1.5626","1.6024","1.5825"
"15 Dec 2011","US Dollar","USDGHS","1.5648","1.6020","1.5834"
"16 Dec 2011","US Dollar","USDGHS","1.5648","1.6020","1.5834"
"19 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"20 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"21 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"22 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"23 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"28 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"29 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"30 Dec 2011","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"03 Jan 2012","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"04 Jan 2012","US Dollar","USDGHS","1.5657","1.6024","1.5841"
"05 Jan 2012","US Dollar","USDGHS","1.5675","1.6042","1.5859"
"06 Jan 2012","US Dollar","USDGHS","1.5696","1.6063","1.5880"
"09 Jan 2012","US Dollar","USDGHS","1.5700","1.6067","1.5884"
"10 Jan 2012","US Dollar","USDGHS","1.5700","1.6067","1.5884"
"11 Jan 2012","US Dollar","USDGHS","1.5705","1.6072","1.5889"
"12 Jan 2012","US Dollar","USDGHS","1.5710","1.6076","1.5893"
"13 Jan 2012","US Dollar","USDGHS","1.5732","1.6099","1.5916"
"16 Jan 2012","US Dollar","USDGHS","1.5732","1.6099","1.5916"
"17 Jan 2012","US Dollar","USDGHS","1.5755","1.6122","1.5939"
"18 Jan 2012","US Dollar","USDGHS","1.5764","1.6131","1.5948"
"19 Jan 2012","US Dollar","USDGHS","1.5773","1.6158","1.5966"
"20 Jan 2012","US Dollar","USDGHS","1.5800","1.6167","1.5984"
"23 Jan 2012","US Dollar","USDGHS","1.5970","1.6301","1.6136"
"24 Jan 2012","US Dollar","USDGHS","1.6041","1.6402","1.6222"
"25 Jan 2012","US Dollar","USDGHS","1.6486","1.6853","1.6670"
"26 Jan 2012","US Dollar","USDGHS","1.6543","1.6886","1.6715"
"27 Jan 2012","US Dollar","USDGHS","1.6527","1.6847","1.6687"
"30 Jan 2012","US Dollar","USDGHS","1.6516","1.6839","1.6678"
"31 Jan 2012","US Dollar","USDGHS","1.6493","1.6822","1.6658"
"01 Feb 2012","US Dollar","USDGHS","1.6493","1.6822","1.6658"
"02 Feb 2012","US Dollar","USDGHS","1.6475","1.6812","1.6644"
"03 Feb 2012","US Dollar","USDGHS","1.6475","1.6819","1.6647"
"06 Feb 2012","US Dollar","USDGHS","1.6467","1.6810","1.6639"
"07 Feb 2012","US Dollar","USDGHS","1.6458","1.6801","1.6630"
"08 Feb 2012","US Dollar","USDGHS","1.6464","1.6807","1.6636"
"09 Feb 2012","US Dollar","USDGHS","1.6472","1.6815","1.6644"
"10 Feb 2012","US Dollar","USDGHS","1.6472","1.6815","1.6644"
"13 Feb 2012","US Dollar","USDGHS","1.6505","1.6848","1.6677"
"14 Feb 2012","US Dollar","USDGHS","1.6505","1.6851","1.6678"
"15 Feb 2012","US Dollar","USDGHS","1.6502","1.6857","1.6680"
"16 Feb 2012","US Dollar","USDGHS","1.6520","1.6875","1.6698"
"17 Feb 2012","US Dollar","USDGHS","1.6575","1.6914","1.6745"
"20 Feb 2012","US Dollar","USDGHS","1.6578","1.6918","1.6748"
"21 Feb 2012","US Dollar","USDGHS","1.6582","1.6931","1.6757"
"22 Feb 2012","US Dollar","USDGHS","1.6592","1.6935","1.6764"
"23 Feb 2012","US Dollar","USDGHS","1.6602","1.6951","1.6777"
"24 Feb 2012","US Dollar","USDGHS","1.6602","1.6958","1.6780"
"27 Feb 2012","US Dollar","USDGHS","1.6610","1.6962","1.6786"
"28 Feb 2012","US Dollar","USDGHS","1.6609","1.6966","1.6788"
"29 Feb 2012","US Dollar","USDGHS","1.6605","1.6958","1.6782"
"01 Mar 2012","US Dollar","USDGHS","1.6606","1.6961","1.6784"
"02 Mar 2012","US Dollar","USDGHS","1.6606","1.6962","1.6784"
"05 Mar 2012","US Dollar","USDGHS","1.6625","1.6976","1.6801"
"07 Mar 2012","US Dollar","USDGHS","1.6638","1.6980","1.6809"
"08 Mar 2012","US Dollar","USDGHS","1.6642","1.6991","1.6817"
"09 Mar 2012","US Dollar","USDGHS","1.6655","1.7000","1.6828"
"12 Mar 2012","US Dollar","USDGHS","1.6665","1.7014","1.6840"
"13 Mar 2012","US Dollar","USDGHS","1.6688","1.7032","1.6860"
"14 Mar 2012","US Dollar","USDGHS","1.6711","1.7035","1.6873"
"15 Mar 2012","US Dollar","USDGHS","1.6738","1.7075","1.6907"
"16 Mar 2012","US Dollar","USDGHS","1.6757","1.7095","1.6926"
"19 Mar 2012","US Dollar","USDGHS","1.6789","1.7125","1.6957"
"20 Mar 2012","US Dollar","USDGHS","1.6855","1.7206","1.7031"
"21 Mar 2012","US Dollar","USDGHS","1.6905","1.7249","1.7077"
"22 Mar 2012","US Dollar","USDGHS","1.6953","1.7283","1.7118"
"23 Mar 2012","US Dollar","USDGHS","1.7015","1.7353","1.7184"
"26 Mar 2012","US Dollar","USDGHS","1.7005","1.7345","1.7175"
"27 Mar 2012","US Dollar","USDGHS","1.7037","1.7370","1.7204"
"28 Mar 2012","US Dollar","USDGHS","1.7123","1.7463","1.7293"
"29 Mar 2012","US Dollar","USDGHS","1.7122","1.7468","1.7295"
"30 Mar 2012","US Dollar","USDGHS","1.7134","1.7479","1.7307"
"02 Apr 2012","US Dollar","USDGHS","1.7143","1.7484","1.7314"
"03 Apr 2012","US Dollar","USDGHS","1.7131","1.7470","1.7301"
"04 Apr 2012","US Dollar","USDGHS","1.7143","1.7488","1.7316"
"05 Apr 2012","US Dollar","USDGHS","1.7189","1.7491","1.7340"
"10 Apr 2012","US Dollar","USDGHS","1.7157","1.7503","1.7330"
"11 Apr 2012","US Dollar","USDGHS","1.7184","1.7535","1.7360"
"12 Apr 2012","US Dollar","USDGHS","1.7252","1.7597","1.7425"
"13 Apr 2012","US Dollar","USDGHS","1.7320","1.7645","1.7483"
"16 Apr 2012","US Dollar","USDGHS","1.7343","1.7674","1.7509"
"17 Apr 2012","US Dollar","USDGHS","1.7368","1.7710","1.7539"
"18 Apr 2012","US Dollar","USDGHS","1.7384","1.7736","1.7560"
"19 Apr 2012","US Dollar","USDGHS","1.7420","1.7786","1.7603"
"20 Apr 2012","US Dollar","USDGHS","1.7430","1.7801","1.7616"
"23 Apr 2012","US Dollar","USDGHS","1.7470","1.7857","1.7664"
"24 Apr 2012","US Dollar","USDGHS","1.7564","1.7933","1.7749"
"25 Apr 2012","US Dollar","USDGHS","1.7625","1.8012","1.7819"
"26 Apr 2012","US Dollar","USDGHS","1.7654","1.8040","1.7847"
"27 Apr 2012","US Dollar","USDGHS","1.7681","1.8072","1.7877"
"30 Apr 2012","US Dollar","USDGHS","1.7735","1.8148","1.7942"
"02 May 2012","US Dollar","USDGHS","1.7745","1.8125","1.7935"
"03 May 2012","US Dollar","USDGHS","1.7827","1.8134","1.7981"
"04 May 2012","US Dollar","USDGHS","1.7749","1.8138","1.7944"
"07 May 2012","US Dollar","USDGHS","1.7765","1.8164","1.7965"
"08 May 2012","US Dollar","USDGHS","1.7867","1.8276","1.8072"
"09 May 2012","US Dollar","USDGHS","1.7904","1.8329","1.8117"
"10 May 2012","US Dollar","USDGHS","1.7928","1.8349","1.8139"
"11 May 2012","US Dollar","USDGHS","1.8005","1.8433","1.8219"
"14 May 2012","US Dollar","USDGHS","1.8037","1.8474","1.8256"
"15 May 2012","US Dollar","USDGHS","1.8058","1.8485","1.8272"
"16 May 2012","US Dollar","USDGHS","1.8116","1.8541","1.8329"
"17 May 2012","US Dollar","USDGHS","1.8134","1.8597","1.8366"
"18 May 2012","US Dollar","USDGHS","1.8205","1.8663","1.8434"
"21 May 2012","US Dollar","USDGHS","1.8223","1.8682","1.8453"
"22 May 2012","US Dollar","USDGHS","1.8237","1.8700","1.8469"
"23 May 2012","US Dollar","USDGHS","1.8259","1.8719","1.8489"
"24 May 2012","US Dollar","USDGHS","1.8268","1.8719","1.8494"
"28 May 2012","US Dollar","USDGHS","1.8368","1.8812","1.8590"
"29 May 2012","US Dollar","USDGHS","1.8386","1.8834","1.8610"
"30 May 2012","US Dollar","USDGHS","1.8422","1.8814","1.8618"
"31 May 2012","US Dollar","USDGHS","1.8484","1.8891","1.8688"
"01 Jun 2012","US Dollar","USDGHS","1.8545","1.8936","1.8741"
"04 Jun 2012","US Dollar","USDGHS","1.8536","1.8925","1.8731"
"05 Jun 2012","US Dollar","USDGHS","1.8554","1.8943","1.8749"
"06 Jun 2012","US Dollar","USDGHS","1.8567","1.8953","1.8760"
"07 Jun 2012","US Dollar","USDGHS","1.8563","1.8960","1.8762"
"08 Jun 2012","US Dollar","USDGHS","1.8593","1.8983","1.8788"
"11 Jun 2012","US Dollar","USDGHS","1.8556","1.8949","1.8753"
"12 Jun 2012","US Dollar","USDGHS","1.8556","1.8948","1.8752"
"13 Jun 2012","US Dollar","USDGHS","1.8573","1.8964","1.8769"
"14 Jun 2012","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"15 Jun 2012","US Dollar","USDGHS","1.8632","1.9001","1.8817"
"18 Jun 2012","US Dollar","USDGHS","1.8645","1.9003","1.8824"
"19 Jun 2012","US Dollar","USDGHS","1.8722","19,078.0000","9,539.9361"
"20 Jun 2012","US Dollar","USDGHS","1.8766","1.9124","1.8945"
"21 Jun 2012","US Dollar","USDGHS","1.8770","1.9123","1.8947"
"22 Jun 2012","US Dollar","USDGHS","1.8752","1.9114","1.8933"
"25 Jun 2012","US Dollar","USDGHS","1.8785","1.9139","1.8962"
"26 Jun 2012","US Dollar","USDGHS","1.8754","1.9084","1.8919"
"27 Jun 2012","US Dollar","USDGHS","1.8794","1.9157","1.8976"
"28 Jun 2012","US Dollar","USDGHS","1.8808","1.9170","1.8989"
"29 Jun 2012","US Dollar","USDGHS","1.8808","1.9170","1.8989"
"03 Jul 2012","US Dollar","USDGHS","1.8833","1.9195","1.9014"
"04 Jul 2012","US Dollar","USDGHS","1.8842","1.9209","1.9026"
"05 Jul 2012","US Dollar","USDGHS","1.8869","1.9256","1.9063"
"06 Jul 2012","US Dollar","USDGHS","1.8877","1.9255","1.9066"
"09 Jul 2012","US Dollar","USDGHS","1.8881","1.9263","1.9072"
"10 Jul 2012","US Dollar","USDGHS","1.8892","1.9270","1.9081"
"11 Jul 2012","US Dollar","USDGHS","1.8901","1.9277","1.9089"
"12 Jul 2012","US Dollar","USDGHS","1.8902","1.9283","1.9093"
"13 Jul 2012","US Dollar","USDGHS","1.8937","1.9317","1.9127"
"16 Jul 2012","US Dollar","USDGHS","1.8933","1.9318","1.9126"
"17 Jul 2012","US Dollar","USDGHS","1.8980","1.9338","1.9159"
"18 Jul 2012","US Dollar","USDGHS","1.9005","1.9358","1.9182"
"19 Jul 2012","US Dollar","USDGHS","1.9015","1.9364","1.9190"
"20 Jul 2012","US Dollar","USDGHS","1.9025","1.9377","1.9201"
"23 Jul 2012","US Dollar","USDGHS","1.9029","1.9386","1.9208"
"24 Jul 2012","US Dollar","USDGHS","1.9030","1.9387","1.9209"
"25 Jul 2012","US Dollar","USDGHS","1.9042","1.9381","1.9212"
"26 Jul 2012","US Dollar","USDGHS","1.9056","1.9395","1.9226"
"27 Jul 2012","US Dollar","USDGHS","1.9065","1.9405","1.9235"
"30 Jul 2012","US Dollar","USDGHS","1.9052","1.9405","1.9229"
"31 Jul 2012","US Dollar","USDGHS","1.9080","1.9411","1.9246"
"01 Aug 2012","US Dollar","USDGHS","1.9078","1.9410","1.9244"
"02 Aug 2012","US Dollar","USDGHS","1.9080","1.9412","1.9246"
"03 Aug 2012","US Dollar","USDGHS","1.9090","1.9423","1.9257"
"06 Aug 2012","US Dollar","USDGHS","1.9090","1.9427","1.9259"
"07 Aug 2012","US Dollar","USDGHS","1.9090","1.9422","1.9256"
"08 Aug 2012","US Dollar","USDGHS","1.9095","1.9427","1.9261"
"09 Aug 2012","US Dollar","USDGHS","1.9094","1.9431","1.9263"
"13 Aug 2012","US Dollar","USDGHS","1.9105","1.9437","1.9271"
"14 Aug 2012","US Dollar","USDGHS","1.9124","1.9460","1.9292"
"15 Aug 2012","US Dollar","USDGHS","1.9121","1.9460","1.9291"
"16 Aug 2012","US Dollar","USDGHS","1.9115","1.9451","1.9283"
"17 Aug 2012","US Dollar","USDGHS","1.9118","1.9445","1.9282"
"21 Aug 2012","US Dollar","USDGHS","1.9118","1.9445","1.9282"
"22 Aug 2012","US Dollar","USDGHS","1.9118","1.9440","1.9279"
"23 Aug 2012","US Dollar","USDGHS","1.9122","1.9445","1.9284"
"24 Aug 2012","US Dollar","USDGHS","1.9113","1.9436","1.9275"
"27 Aug 2012","US Dollar","USDGHS","1.9101","1.9427","1.9264"
"28 Aug 2012","US Dollar","USDGHS","1.9065","1.9402","1.9234"
"29 Aug 2012","US Dollar","USDGHS","1.9060","1.9396","1.9228"
"30 Aug 2012","US Dollar","USDGHS","1.9092","1.9372","1.9232"
"31 Aug 2012","US Dollar","USDGHS","1.9092","1.9374","1.9233"
"03 Sep 2012","US Dollar","USDGHS","1.9085","1.9363","1.9224"
"04 Sep 2012","US Dollar","USDGHS","1.9085","1.9363","1.9224"
"05 Sep 2012","US Dollar","USDGHS","1.9089","1.9368","1.9229"
"06 Sep 2012","US Dollar","USDGHS","1.9084","1.9363","1.9224"
"07 Sep 2012","US Dollar","USDGHS","1.9060","1.9347","1.9204"
"10 Sep 2012","US Dollar","USDGHS","1.9033","1.9322","1.9178"
"11 Sep 2012","US Dollar","USDGHS","1.9005","1.9283","1.9144"
"12 Sep 2012","US Dollar","USDGHS","1.8918","1.9238","1.9078"
"13 Sep 2012","US Dollar","USDGHS","1.8891","1.9216","1.9054"
"14 Sep 2012","US Dollar","USDGHS","1.8873","1.9195","1.9034"
"17 Sep 2012","US Dollar","USDGHS","1.8861","1.9190","1.9026"
"18 Sep 2012","US Dollar","USDGHS","1.8840","1.9181","1.9011"
"19 Sep 2012","US Dollar","USDGHS","1.8838","1.9165","1.9002"
"20 Sep 2012","US Dollar","USDGHS","1.8840","1.9164","1.9002"
"24 Sep 2012","US Dollar","USDGHS","1.8850","1.9186","1.9018"
"25 Sep 2012","US Dollar","USDGHS","1.8871","1.9204","1.9038"
"26 Sep 2012","US Dollar","USDGHS","1.8878","1.9210","1.9044"
"27 Sep 2012","US Dollar","USDGHS","1.8867","1.9208","1.9038"
"28 Sep 2012","US Dollar","USDGHS","1.8835","1.9188","1.9012"
"01 Oct 2012","US Dollar","USDGHS","1.8835","1.9175","1.9005"
"02 Oct 2012","US Dollar","USDGHS","1.8823","1.9164","1.8994"
"03 Oct 2012","US Dollar","USDGHS","1.8821","1.9162","1.8992"
"04 Oct 2012","US Dollar","USDGHS","1.8821","1.9161","1.8991"
"05 Oct 2012","US Dollar","USDGHS","1.8820","1.9161","1.8991"
"08 Oct 2012","US Dollar","USDGHS","1.8816","1.9156","1.8986"
"09 Oct 2012","US Dollar","USDGHS","1.8806","1.9147","1.8977"
"10 Oct 2012","US Dollar","USDGHS","1.8793","1.9124","1.8959"
"11 Oct 2012","US Dollar","USDGHS","1.8774","1.9105","1.8940"
"12 Oct 2012","US Dollar","USDGHS","1.8773","1.9104","1.8939"
"15 Oct 2012","US Dollar","USDGHS","1.8773","1.9104","1.8939"
"16 Oct 2012","US Dollar","USDGHS","1.8773","1.9106","1.8940"
"17 Oct 2012","US Dollar","USDGHS","1.8766","1.9097","1.8932"
"18 Oct 2012","US Dollar","USDGHS","1.8766","1.9097","1.8932"
"19 Oct 2012","US Dollar","USDGHS","1.8768","1.9092","1.8930"
"22 Oct 2012","US Dollar","USDGHS","1.8742","1.9042","1.8892"
"23 Oct 2012","US Dollar","USDGHS","1.8735","1.9040","1.8888"
"24 Oct 2012","US Dollar","USDGHS","1.8712","1.9005","1.8859"
"25 Oct 2012","US Dollar","USDGHS","1.8700","1.8995","1.8848"
"29 Oct 2012","US Dollar","USDGHS","1.8691","1.8985","1.8838"
"30 Oct 2012","US Dollar","USDGHS","1.8675","1.8967","1.8821"
"31 Oct 2012","US Dollar","USDGHS","1.8652","1.8949","1.8801"
"01 Nov 2012","US Dollar","USDGHS","1.8650","1.8940","1.8795"
"02 Nov 2012","US Dollar","USDGHS","1.8694","1.8964","1.8829"
"05 Nov 2012","US Dollar","USDGHS","1.8665","1.8960","1.8813"
"06 Nov 2012","US Dollar","USDGHS","1.8661","1.8955","1.8808"
"07 Nov 2012","US Dollar","USDGHS","1.8628","1.8887","1.8758"
"08 Nov 2012","US Dollar","USDGHS","1.8623","1.8883","1.8753"
"09 Nov 2012","US Dollar","USDGHS","1.8616","1.8875","1.8746"
"12 Nov 2012","US Dollar","USDGHS","1.8636","1.8886","1.8761"
"13 Nov 2012","US Dollar","USDGHS","1.8591","1.8917","1.8754"
"14 Nov 2012","US Dollar","USDGHS","1.8594","1.8917","1.8756"
"15 Nov 2012","US Dollar","USDGHS","1.8591","1.8915","1.8753"
"16 Nov 2012","US Dollar","USDGHS","1.8593","1.8917","1.8755"
"19 Nov 2012","US Dollar","USDGHS","1.8586","1.8917","1.8752"
"20 Nov 2012","US Dollar","USDGHS","1.8590","1.8915","1.8753"
"21 Nov 2012","US Dollar","USDGHS","1.8590","1.8915","1.8753"
"22 Nov 2012","US Dollar","USDGHS","1.8612","1.8938","1.8775"
"23 Nov 2012","US Dollar","USDGHS","1.8622","1.8947","1.8785"
"26 Nov 2012","US Dollar","USDGHS","1.8630","1.8958","1.8794"
"27 Nov 2012","US Dollar","USDGHS","1.8643","1.8970","1.8807"
"28 Nov 2012","US Dollar","USDGHS","1.8656","1.8985","1.8821"
"29 Nov 2012","US Dollar","USDGHS","1.8679","1.9009","1.8844"
"30 Nov 2012","US Dollar","USDGHS","1.8690","1.9021","1.8856"
"03 Dec 2012","US Dollar","USDGHS","1.8705","1.9023","1.8864"
"04 Dec 2012","US Dollar","USDGHS","1.8690","1.9012","1.8851"
"05 Dec 2012","US Dollar","USDGHS","1.8681","1.9006","1.8844"
"06 Dec 2012","US Dollar","USDGHS","1.8662","1.8987","1.8825"
"10 Dec 2012","US Dollar","USDGHS","1.8663","1.8979","1.8821"
"11 Dec 2012","US Dollar","USDGHS","1.8663","1.8979","1.8821"
"12 Dec 2012","US Dollar","USDGHS","1.8673","1.8994","1.8834"
"13 Dec 2012","US Dollar","USDGHS","1.8677","1.9001","1.8839"
"14 Dec 2012","US Dollar","USDGHS","1.8682","1.8995","1.8839"
"17 Dec 2012","US Dollar","USDGHS","1.8669","1.8989","1.8829"
"18 Dec 2012","US Dollar","USDGHS","1.8679","1.8999","1.8839"
"19 Dec 2012","US Dollar","USDGHS","1.8683","1.9002","1.8843"
"20 Dec 2012","US Dollar","USDGHS","1.8700","1.9005","1.8853"
"21 Dec 2012","US Dollar","USDGHS","1.8692","1.9010","1.8851"
"24 Dec 2012","US Dollar","USDGHS","1.8691","1.9010","1.8851"
"27 Dec 2012","US Dollar","USDGHS","1.8688","1.9011","1.8850"
"28 Dec 2012","US Dollar","USDGHS","1.8674","1.9007","1.8841"
"31 Dec 2012","US Dollar","USDGHS","1.8679","1.9012","1.8846"
"02 Jan 2013","US Dollar","USDGHS","1.8690","1.9022","1.8856"
"03 Jan 2013","US Dollar","USDGHS","1.8712","1.9045","1.8879"
"04 Jan 2013","US Dollar","USDGHS","1.8726","1.9057","1.8892"
"07 Jan 2013","US Dollar","USDGHS","1.8725","1.9055","1.8890"
"08 Jan 2013","US Dollar","USDGHS","1.8722","1.9049","1.8886"
"09 Jan 2013","US Dollar","USDGHS","1.8727","1.9048","1.8888"
"10 Jan 2013","US Dollar","USDGHS","1.8727","1.9044","1.8886"
"11 Jan 2013","US Dollar","USDGHS","1.8719","1.9036","1.8878"
"14 Jan 2013","US Dollar","USDGHS","1.8720","1.9036","1.8878"
"15 Jan 2013","US Dollar","USDGHS","1.8892","1.8917","1.8905"
"16 Jan 2013","US Dollar","USDGHS","1.8987","1.9013","1.9000"
"17 Jan 2013","US Dollar","USDGHS","1.8988","1.9014","1.9001"
"18 Jan 2013","US Dollar","USDGHS","1.9000","1.9026","1.9013"
"21 Jan 2013","US Dollar","USDGHS","1.9047","1.9071","1.9059"
"22 Jan 2013","US Dollar","USDGHS","1.9047","1.9071","1.9059"
"23 Jan 2013","US Dollar","USDGHS","1.9055","1.9081","1.9068"
"24 Jan 2013","US Dollar","USDGHS","1.9043","1.9069","1.9056"
"25 Jan 2013","US Dollar","USDGHS","1.9046","1.9072","1.9059"
"28 Jan 2013","US Dollar","USDGHS","1.9038","1.9064","1.9051"
"29 Jan 2013","US Dollar","USDGHS","1.9044","1.9070","1.9057"
"30 Jan 2013","US Dollar","USDGHS","1.8984","1.9010","1.8997"
"31 Jan 2013","US Dollar","USDGHS","1.8990","1.9016","1.9003"
"01 Feb 2013","US Dollar","USDGHS","1.9022","1.9048","1.9035"
"04 Feb 2013","US Dollar","USDGHS","1.9013","1.9039","1.9026"
"05 Feb 2013","US Dollar","USDGHS","1.9044","1.9070","1.9057"
"06 Feb 2013","US Dollar","USDGHS","1.9047","1.9073","1.9060"
"07 Feb 2013","US Dollar","USDGHS","1.9037","1.9063","1.9050"
"08 Feb 2013","US Dollar","USDGHS","1.9049","1.9075","1.9062"
"11 Feb 2013","US Dollar","USDGHS","1.9067","1.9093","1.9080"
"12 Feb 2013","US Dollar","USDGHS","1.9026","1.9052","1.9039"
"13 Feb 2013","US Dollar","USDGHS","1.8992","1.9018","1.9005"
"14 Feb 2013","US Dollar","USDGHS","1.9005","1.9031","1.9018"
"15 Feb 2013","US Dollar","USDGHS","1.9015","1.9041","1.9028"
"18 Feb 2013","US Dollar","USDGHS","1.9020","1.9046","1.9033"
"19 Feb 2013","US Dollar","USDGHS","1.9020","1.9046","1.9033"
"20 Feb 2013","US Dollar","USDGHS","1.8981","1.9007","1.8994"
