"Date","Price","Open","High","Low","Vol.","Change %"
"2018-06-29","579.915","595.535","595.535","579.915","","-1.30%"
"2018-07-02","585.620","586.510","588.020","585.620","","0.98%"
"2018-07-03","572.490","586.870","586.870","571.850","","-2.24%"
"2018-07-04","572.490","572.490","572.490","572.490","","0.00%"
"2018-07-05","572.990","572.990","574.220","570.850","","0.09%"
"2018-07-06","566.950","570.670","571.810","566.390","","-1.05%"
"2018-07-09","564.645","569.705","572.865","564.645","","-0.41%"
"2018-07-10","569.300","573.800","573.800","565.800","","0.82%"
"2018-07-11","564.255","567.815","569.675","563.755","","-0.89%"
"2018-07-12","565.465","564.035","569.585","562.925","","0.21%"
"2018-07-13","563.950","559.820","564.000","559.260","","-0.27%"
"2018-07-16","560.950","561.500","563.950","560.950","","-0.53%"
"2018-07-17","559.200","560.950","561.500","559.200","","-0.31%"
"2018-07-18","574.500","558.640","574.500","558.640","","2.74%"
"2018-07-19","568.995","567.445","569.975","566.485","","-0.96%"
"2018-07-20","563.510","564.950","564.950","563.500","","-0.96%"
"2018-07-23","566.510","567.100","567.100","566.220","","0.53%"
"2018-07-24","563.775","569.665","569.695","563.775","","-0.48%"
"2018-07-25","565.070","560.720","565.680","560.720","","0.23%"
"2018-07-26","558.720","560.830","563.510","557.610","","-1.12%"
"2018-07-27","558.700","558.720","558.750","557.590","","0.00%"
"2018-07-30","564.890","562.570","566.620","562.010","","1.11%"
"2018-07-31","565.195","566.625","567.435","564.915","","0.05%"
"2018-08-01","565.215","568.335","568.895","565.215","","0.00%"
"2018-08-02","564.240","560.950","564.250","560.950","","-0.17%"
"2018-08-03","570.015","569.165","571.175","567.755","","1.02%"
"2018-08-06","571.560","570.270","575.120","568.010","","0.27%"
"2018-08-07","570.050","573.410","573.410","570.050","","-0.26%"
"2018-08-08","564.720","567.500","567.500","563.510","","-0.94%"
"2018-08-09","570.965","570.585","573.365","569.375","","1.11%"
"2018-08-10","573.585","575.835","576.115","573.125","","0.46%"
"2018-08-13","575.720","566.220","575.720","565.100","","0.37%"
"2018-08-14","574.495","576.035","576.815","574.495","","-0.21%"
"2018-08-15","574.720","574.750","577.500","574.700","","0.04%"
"2018-08-16","579.000","578.000","580.000","575.650","","0.74%"
"2018-08-17","575.950","576.980","576.980","575.380","","-0.53%"
"2018-08-20","574.500","575.950","575.950","573.730","","-0.25%"
"2018-08-21","569.700","574.500","574.500","569.130","","-0.84%"
"2018-08-22","568.715","567.345","572.625","567.345","","-0.17%"
"2018-08-23","566.450","570.340","570.340","566.450","","-0.40%"
"2018-08-24","566.950","566.950","569.700","563.390","","0.09%"
"2018-08-27","566.950","566.950","567.000","565.880","","0.00%"
"2018-08-28","571.140","577.200","577.200","571.140","","0.74%"
"2018-08-29","563.000","563.340","565.230","562.440","","-1.43%"
"2018-08-30","561.750","561.720","561.750","561.160","","-0.22%"
"2018-08-31","561.200","561.720","561.750","559.500","","-0.10%"
"2018-09-03","561.200","561.200","561.720","561.200","","0.00%"
"2018-09-04","560.940","562.520","564.710","560.940","","-0.05%"
"2018-09-05","560.655","564.005","566.195","560.655","","-0.05%"
"2018-09-06","563.810","561.670","564.690","560.550","","0.56%"
"2018-09-07","563.500","564.220","564.400","561.200","","-0.05%"
"2018-09-10","563.500","563.500","563.500","561.200","","0.00%"
"2018-09-11","567.500","563.500","567.500","560.640","","0.71%"
"2018-09-12","563.700","567.500","567.700","563.140","","-0.67%"
"2018-09-13","566.220","563.700","567.500","561.990","","0.45%"
"2018-09-14","559.980","567.500","567.500","559.420","","-1.10%"
"2018-09-17","563.720","559.980","563.750","559.400","","0.67%"
"2018-09-18","561.200","559.980","564.500","559.980","","-0.45%"
"2018-09-19","561.200","561.200","561.250","559.980","","0.00%"
"2018-09-20","561.200","561.200","561.250","559.400","","0.00%"
"2018-09-21","556.480","561.200","561.200","554.830","","-0.84%"
"2018-09-24","558.450","556.480","558.500","555.930","","0.35%"
"2018-09-25","557.950","558.450","558.450","556.480","","-0.09%"
"2018-09-26","557.200","557.950","557.950","555.930","","-0.13%"
"2018-09-27","560.980","557.200","561.000","555.930","","0.68%"
"2018-09-28","564.480","560.980","564.500","557.950","","0.62%"
"2018-10-01","566.480","564.480","566.500","560.420","","0.35%"
"2018-10-02","568.720","566.480","568.720","566.450","","0.40%"
"2018-10-03","566.480","568.720","568.720","566.480","","-0.39%"
"2018-10-04","571.200","566.480","571.250","566.450","","0.83%"
"2018-10-05","569.700","571.200","571.500","568.630","","-0.26%"
"2018-10-08","570.200","569.700","570.250","569.500","","0.09%"
"2018-10-09","571.720","570.200","571.750","570.180","","0.27%"
"2018-10-10","570.950","571.720","573.500","570.950","","-0.13%"
"2018-10-11","568.200","570.950","570.950","568.200","","-0.48%"
"2018-10-12","565.480","568.200","570.950","565.480","","-0.48%"
"2018-10-15","566.950","565.480","570.950","564.900","","0.26%"
"2018-10-16","565.500","567.260","567.260","565.500","","-0.26%"
"2018-10-17","565.450","566.060","566.060","564.940","","-0.01%"
"2018-10-18","566.950","565.700","567.000","563.880","","0.27%"
"2018-10-19","566.900","566.950","566.950","564.300","","-0.01%"
"2018-10-22","567.950","566.900","568.000","566.340","","0.19%"
"2018-10-23","572.700","567.950","574.500","566.900","","0.84%"
"2018-10-24","572.720","572.700","572.750","571.550","","0.00%"
"2018-10-25","572.720","572.720","572.750","572.150","","0.00%"
"2018-10-26","575.200","572.720","575.250","572.150","","0.43%"
"2018-10-29","576.220","575.200","576.250","575.200","","0.18%"
"2018-10-30","576.700","576.220","576.750","576.180","","0.08%"
"2018-10-31","578.200","576.700","578.250","575.650","","0.26%"
"2018-11-01","580.000","580.700","582.000","578.470","","0.31%"
"2018-11-02","573.480","578.200","578.200","572.910","","-1.12%"
"2018-11-05","575.720","573.480","575.750","572.900","","0.39%"
"2018-11-06","574.480","575.720","578.200","573.930","","-0.22%"
"2018-11-07","572.720","574.480","574.500","572.150","","-0.31%"
"2018-11-08","572.465","573.035","574.795","572.465","","-0.04%"
"2018-11-09","578.150","572.720","578.150","569.300","","0.99%"
"2018-11-12","578.100","578.150","578.150","578.100","","-0.01%"
"2018-11-13","583.700","578.150","583.700","576.960","","0.97%"
"2018-11-14","580.345","584.195","584.195","580.345","","-0.57%"
"2018-11-15","578.220","579.850","581.500","578.220","","-0.37%"
"2018-11-16","578.200","578.220","582.500","578.200","","0.00%"
"2018-11-19","577.395","579.085","581.605","577.195","","-0.14%"
"2018-11-20","576.915","577.975","579.715","575.615","","-0.08%"
"2018-11-21","575.500","578.250","578.460","573.790","","-0.25%"
"2018-11-22","575.500","575.500","575.500","575.500","","0.00%"
"2018-11-23","574.750","575.500","578.200","574.750","","-0.13%"
"2018-11-26","577.720","574.750","579.500","574.130","","0.52%"
"2018-11-27","579.000","577.720","579.000","574.750","","0.22%"
"2018-11-28","581.200","579.000","586.500","574.750","","0.38%"
"2018-11-29","582.740","587.320","587.320","582.740","","0.26%"
"2018-11-30","576.200","580.500","580.500","573.910","","-1.12%"
"2018-12-03","576.700","576.200","576.750","575.650","","0.09%"
"2018-12-04","576.500","576.700","576.700","575.360","","-0.03%"
"2018-12-05","578.720","576.500","581.500","575.930","","0.39%"
"2018-12-06","578.950","578.720","581.500","576.500","","0.04%"
"2018-12-07","576.720","578.950","582.500","576.150","","-0.39%"
"2018-12-10","573.700","577.270","579.500","573.700","","-0.52%"
"2018-12-11","576.720","573.720","576.750","573.700","","0.53%"
"2018-12-12","578.950","576.720","582.500","576.150","","0.39%"
"2018-12-13","581.000","580.450","582.000","577.400","","0.35%"
"2018-12-14","577.700","578.950","578.950","575.900","","-0.57%"
"2018-12-17","577.720","577.700","580.690","577.130","","0.00%"
"2018-12-18","577.690","578.350","582.130","577.180","","-0.01%"
"2018-12-19","575.720","578.200","581.500","574.010","","-0.34%"
"2018-12-20","574.200","578.950","578.950","573.060","","-0.26%"
"2018-12-21","572.500","574.200","574.580","571.930","","-0.30%"
"2018-12-24","576.250","572.500","576.250","572.500","","0.66%"
"2018-12-25","576.250","576.250","576.250","574.580","","0.00%"
"2018-12-26","575.200","574.580","578.170","574.580","","-0.18%"
"2018-12-27","576.200","574.580","578.170","574.580","","0.17%"
"2018-12-28","572.720","574.580","576.200","572.180","","-0.60%"
"2018-12-31","572.720","572.720","574.580","571.550","","0.00%"
"2019-01-01","572.720","574.580","574.580","572.720","0.01K","0.00%"
"2019-01-02","572.720","572.720","574.580","571.010","0.01K","0.00%"
"2019-01-03","576.980","572.720","577.000","571.580","0.00K","0.74%"
"2019-01-04","576.950","576.980","580.500","574.730","0.05K","-0.01%"
"2019-01-07","574.500","576.950","578.170","573.790","0.00K","-0.42%"
"2019-01-08","572.950","574.500","576.950","572.380","0.00K","-0.27%"
"2019-01-09","572.200","572.950","572.950","571.630","0.01K","-0.13%"
"2019-01-10","572.200","572.200","572.500","571.110","0.05K","0.00%"
"2019-01-11","568.950","572.200","572.200","568.380","0.02K","-0.57%"
"2019-01-14","571.950","568.950","572.200","568.380","","0.53%"
"2019-01-15","571.480","571.950","572.200","570.340","","-0.08%"
"2019-01-16","574.970","572.830","576.130","571.530","","0.61%"
"2019-01-17","576.700","575.480","576.750","572.200","0.03K","0.30%"
"2019-01-18","582.700","576.700","582.750","573.960","0.03K","1.04%"
"2019-01-21","582.650","582.700","582.700","582.650","0.01K","-0.01%"
"2019-01-22","577.750","576.500","577.750","573.960","0.03K","-0.84%"
"2019-01-23","576.900","577.750","577.750","576.330","0.04K","-0.15%"
"2019-01-24","576.750","576.900","577.750","576.180","0.03K","-0.03%"
"2019-01-25","579.500","576.750","579.500","573.960","0.04K","0.48%"
"2019-01-28","574.950","579.500","580.500","574.380","0.05K","-0.79%"
"2019-01-29","573.200","579.500","579.500","572.060","0.05K","-0.30%"
"2019-01-30","573.720","573.200","574.950","573.150","0.05K","0.09%"
"2019-01-31","569.750","574.950","574.950","568.610","0.03K","-0.69%"
"2019-02-01","573.220","569.750","575.500","569.750","0.04K","0.61%"
"2019-02-04","573.195","573.535","575.265","572.395","0.03K","0.00%"
"2019-02-05","574.200","573.450","574.950","572.310","0.03K","0.18%"
"2019-02-06","575.945","574.515","576.565","572.795","0.04K","0.30%"
"2019-02-07","577.200","576.200","577.250","574.950","0.04K","0.22%"
"2019-02-08","578.500","577.200","578.500","574.950","0.04K","0.23%"
"2019-02-11","578.425","579.455","580.205","574.915","0.04K","-0.01%"
"2019-02-12","581.200","579.200","583.500","574.950","0.04K","0.48%"
"2019-02-13","575.500","581.200","581.230","578.710","0.05K","-0.98%"
"2019-02-14","577.700","578.795","581.280","578.125","0.05K","0.38%"
"2019-02-15","578.250","581.200","581.750","580.860","0.03K","0.10%"
"2019-02-18","578.200","581.750","581.750","581.200","0.02K","-0.01%"
"2019-02-19","576.700","581.700","581.700","580.200","0.04K","-0.26%"
"2019-02-20","574.700","580.200","585.000","578.200","0.03K","-0.35%"
"2019-02-21","575.000","578.200","581.700","578.035","0.04K","0.05%"
"2019-02-22","574.700","578.500","581.700","577.940","0.03K","-0.05%"
"2019-02-25","574.220","578.200","581.700","576.295","0.05K","-0.08%"
"2019-02-26","574.200","577.720","577.810","577.155","0.05K","0.00%"
"2019-02-27","572.700","577.720","580.940","575.245","0.05K","-0.26%"
"2019-02-28","572.410","576.200","581.000","575.630","0.06K","-0.05%"
"2019-03-01","581.000","576.480","581.590","575.285","0.06K","1.50%"
"2019-03-04","573.980","576.950","581.000","576.295","0.03K","-1.21%"
"2019-03-05","575.950","577.720","579.530","576.900","0.04K","0.34%"
"2019-03-06","576.400","579.450","586.500","577.720","0.05K","0.08%"
"2019-03-07","576.700","580.480","581.030","577.720","0.06K","0.05%"
"2019-03-08","578.940","580.480","580.830","578.425","0.01K","0.39%"
"2019-03-11","579.750","580.480","583.310","578.500","0.03K","0.14%"
"2019-03-12","579.000","583.250","583.255","580.480","0.06K","-0.13%"
"2019-03-13","577.170","582.500","586.000","580.935","0.05K","-0.32%"
"2019-03-14","575.450","585.500","585.500","578.400","0.04K","-0.30%"
"2019-03-15","576.250","587.605","588.295","578.635","0.03K","0.14%"
"2019-03-18","575.000","579.750","580.720","576.570","0.03K","-0.22%"
"2019-03-19","574.500","578.500","578.500","577.715","0.03K","-0.09%"
"2019-03-20","574.670","578.000","581.130","572.725","0.89K","0.03%"
"2019-03-21","577.500","574.750","583.750","570.795","1.74K","0.49%"
"2019-03-22","572.700","581.000","581.130","575.630","0.04K","-0.83%"
"2019-03-25","576.450","576.200","584.000","574.195","0.04K","0.65%"
"2019-03-26","576.220","579.950","584.350","578.445","0.10K","-0.04%"
"2019-03-27","579.200","579.720","583.125","579.430","0.05K","0.52%"
"2019-03-28","578.420","582.700","585.590","579.700","0.05K","-0.13%"
"2019-03-29","580.200","582.500","586.350","579.950","0.04K","0.31%"
"2019-04-01","580.220","583.700","584.185","581.770","0.04K","0.00%"
"2019-04-02","589.640","583.720","592.520","579.060","0.02K","1.62%"
"2019-04-03","580.620","583.200","589.030","581.275","0.04K","-1.53%"
"2019-04-04","588.200","584.700","591.755","581.850","0.04K","1.31%"
"2019-04-05","588.815","591.700","591.705","584.710","0.04K","0.10%"
"2019-04-08","580.950","591.700","591.735","584.160","0.04K","-1.34%"
"2019-04-09","582.370","584.450","599.565","578.910","1.22K","0.24%"
"2019-04-10","581.830","582.430","598.345","578.190","3.93K","-0.09%"
"2019-04-11","580.720","581.440","583.705","576.880","2.09K","-0.19%"
"2019-04-12","577.700","581.500","583.600","579.900","0.04K","-0.52%"
"2019-04-15","582.215","581.200","582.830","577.600","0.04K","0.78%"
"2019-04-16","579.975","581.955","582.825","579.620","0.04K","-0.38%"
"2019-04-17","575.980","580.200","580.200","579.480","0.05K","-0.69%"
"2019-04-18","577.200","579.480","580.780","579.450","0.04K","0.21%"
"2019-04-19","579.750","580.700","587.000","579.660","0.02K","0.44%"
"2019-04-22","578.540","583.250","583.310","580.200","0.04K","-0.21%"
"2019-04-23","579.700","583.200","583.280","579.580","0.04K","0.20%"
"2019-04-24","581.480","582.940","585.060","580.200","0.04K","0.31%"
"2019-04-25","584.700","584.980","588.280","582.650","0.06K","0.55%"
"2019-04-26","585.200","588.200","589.625","584.980","0.05K","0.09%"
"2019-04-29","590.330","588.700","592.795","584.980","16.95K","0.88%"
"2019-04-30","583.300","590.810","591.925","586.040","37.72K","-1.19%"
"2019-05-01","582.980","586.550","588.700","586.190","0.04K","-0.05%"
"2019-05-02","582.200","586.480","588.700","585.435","0.05K","-0.13%"
"2019-05-03","582.200","585.700","588.700","585.600","0.02K","0.00%"
"2019-05-06","582.700","585.700","588.700","585.575","0.04K","0.09%"
"2019-05-07","581.750","586.200","588.700","584.000","0.03K","-0.16%"
"2019-05-08","582.000","585.250","585.630","584.575","0.04K","0.04%"
"2019-05-09","584.000","585.500","588.700","584.870","0.04K","0.34%"
"2019-05-10","580.700","586.000","588.700","583.910","0.04K","-0.57%"
"2019-05-13","580.700","585.740","585.740","583.840","0.03K","0.00%"
"2019-05-14","583.500","584.200","592.860","583.100","0.05K","0.48%"
"2019-05-15","580.200","583.700","597.840","582.515","0.05K","-0.57%"
"2019-05-16","581.450","583.700","597.630","583.100","0.05K","0.22%"
"2019-05-17","583.200","584.950","603.245","583.200","0.04K","0.30%"
"2019-05-20","584.000","583.700","603.945","583.700","0.03K","0.14%"
"2019-05-21","584.700","587.500","603.820","583.700","0.04K","0.12%"
"2019-05-22","584.700","588.200","588.375","587.475","0.03K","0.00%"
"2019-05-23","586.720","588.200","601.845","586.470","0.04K","0.35%"
"2019-05-24","582.750","588.480","603.945","583.700","0.03K","-0.68%"
"2019-05-27","582.250","586.250","586.250","583.700","0.02K","-0.09%"
"2019-05-28","583.200","585.750","603.945","583.700","0.05K","0.16%"
"2019-05-29","584.480","586.700","603.945","583.700","0.05K","0.22%"
"2019-05-30","584.450","587.980","588.750","587.385","0.05K","-0.01%"
"2019-05-31","587.740","587.950","603.695","583.700","0.03K","0.56%"
"2019-06-03","587.695","588.000","604.195","583.700","0.04K","-0.01%"
"2019-06-04","581.600","588.950","589.010","584.810","0.03K","-1.04%"
"2019-06-05","581.535","585.100","603.105","581.170","0.05K","-0.01%"
"2019-06-06","580.700","581.275","585.500","580.580","0.04K","-0.14%"
"2019-06-07","578.120","584.200","586.000","581.275","0.05K","-0.44%"
"2019-06-10","578.600","582.200","583.700","581.300","0.04K","0.08%"
"2019-06-11","576.420","582.100","588.600","578.920","0.03K","-0.38%"
"2019-06-12","575.950","579.500","580.500","579.185","0.03K","-0.08%"
"2019-06-13","575.370","579.450","587.030","576.850","0.05K","-0.10%"
"2019-06-14","577.670","579.450","581.975","578.850","0.04K","0.40%"
"2019-06-17","580.870","581.750","587.000","578.135","0.02K","0.55%"
"2019-06-18","580.050","584.950","585.725","581.660","0.04K","-0.14%"
"2019-06-19","582.500","583.550","586.780","582.950","0.03K","0.42%"
"2019-06-20","576.870","586.000","589.750","578.665","0.04K","-0.97%"
"2019-06-21","576.480","583.700","583.700","579.690","0.03K","-0.07%"
"2019-06-24","575.680","579.980","583.700","575.560","0.05K","-0.14%"
"2019-06-25","571.880","576.700","579.240","575.265","0.04K","-0.66%"
"2019-06-26","572.500","575.950","580.240","575.615","0.03K","0.11%"
"2019-06-27","573.500","576.000","578.000","575.950","0.02K","0.17%"
"2019-06-28","572.480","577.000","577.750","575.740","0.03K","-0.18%"
"2019-07-01","575.065","575.980","579.240","573.380","0.02K","0.45%"
"2019-07-02","577.250","579.500","582.155","576.500","0.04K","0.38%"
"2019-07-03","578.500","580.750","583.700","579.500","0.02K","0.22%"
"2019-07-04","577.750","583.700","583.700","581.250","0.01K","-0.13%"
"2019-07-05","578.500","581.250","583.700","580.850","0.03K","0.13%"
"2019-07-08","578.500","582.000","583.700","580.490","0.03K","0.00%"
"2019-07-09","581.450","583.700","585.250","580.800","0.03K","0.51%"
"2019-07-10","581.450","584.950","585.530","583.700","0.03K","0.00%"
"2019-07-11","578.000","584.950","585.500","581.750","0.03K","-0.59%"
"2019-07-12","578.450","582.000","583.700","581.725","0.04K","0.08%"
"2019-07-15","578.000","583.700","584.130","580.460","0.04K","-0.08%"
"2019-07-16","579.450","581.500","593.180","577.630","1.26K","0.25%"
"2019-07-17","578.870","582.950","594.390","580.490","2.56K","-0.10%"
"2019-07-18","581.680","582.950","594.435","580.490","2.50K","0.49%"
"2019-07-19","579.020","583.700","593.845","580.490","2.53K","-0.46%"
"2019-07-22","581.250","583.700","594.455","580.490","2.58K","0.39%"
"2019-07-23","588.410","584.750","595.495","580.490","3.04K","1.23%"
"2019-07-24","585.450","591.000","598.195","580.490","2.58K","-0.50%"
"2019-07-25","588.570","588.950","597.940","580.490","2.31K","0.53%"
"2019-07-26","589.500","589.450","597.555","583.700","2.01K","0.16%"
"2019-07-29","588.410","583.700","597.340","580.490","2.73K","-0.18%"
"2019-07-30","588.040","589.950","596.005","580.490","2.40K","-0.06%"
"2019-07-31","592.610","588.950","596.940","580.490","2.55K","0.78%"
"2019-08-01","591.750","587.950","602.000","580.490","1.24K","-0.15%"
"2019-08-02","587.400","594.500","601.160","583.700","2.21K","-0.74%"
"2019-08-05","585.780","583.700","597.430","583.700","1.33K","-0.28%"
"2019-08-06","581.700","589.700","596.175","579.715","0.05K","-0.70%"
"2019-08-07","585.470","585.200","596.670","583.700","2.43K","0.65%"
"2019-08-08","581.220","585.200","596.620","583.700","2.27K","-0.73%"
"2019-08-09","585.410","584.720","593.605","583.700","2.52K","0.72%"
"2019-08-12","582.700","583.700","594.725","583.700","2.53K","-0.46%"
"2019-08-13","587.040","586.200","594.165","583.700","2.23K","0.74%"
"2019-08-14","588.940","585.950","594.030","583.700","0.11K","0.32%"
"2019-08-15","583.480","586.980","591.430","583.700","0.05K","-0.93%"
"2019-08-16","583.500","586.980","599.745","583.700","0.96K","0.00%"
"2019-08-19","587.480","587.000","598.505","583.700","14.38K","0.68%"
"2019-08-20","596.730","590.980","600.785","583.700","0.14K","1.57%"
"2019-08-21","587.750","591.000","600.880","583.700","14.07K","-1.50%"
"2019-08-22","587.700","591.250","599.775","583.700","3.96K","-0.01%"
"2019-08-23","587.200","591.200","600.265","583.700","2.94K","-0.09%"
"2019-08-26","589.000","590.700","597.880","583.700","0.03K","0.31%"
"2019-08-27","586.720","583.700","599.895","583.700","0.53K","-0.39%"
"2019-08-28","595.000","583.700","599.475","583.700","7.69K","1.41%"
"2019-08-29","591.000","591.500","600.665","583.700","0.09K","-0.67%"
"2019-08-30","603.990","583.700","605.295","583.700","1.11K","2.20%"
"2019-09-02","590.950","594.450","605.575","594.450","0.04K","-2.16%"
"2019-09-03","596.200","594.450","609.240","594.450","0.10K","0.89%"
"2019-09-04","593.500","599.700","604.165","595.930","0.26K","-0.45%"
"2019-09-05","593.480","597.000","602.190","583.700","0.46K","0.00%"
"2019-09-06","590.350","596.980","602.110","593.750","5.89K","-0.53%"
"2019-09-09","590.980","593.850","601.700","585.670","0.06K","0.11%"
"2019-09-10","592.830","594.480","602.705","586.545","0.23K","0.31%"
"2019-09-11","590.700","594.480","601.590","583.700","0.05K","-0.36%"
"2019-09-12","594.530","594.200","599.955","583.700","0.04K","0.65%"
"2019-09-13","587.750","595.500","598.360","579.635","0.06K","-1.14%"
"2019-09-16","588.480","583.700","604.215","583.080","3.90K","0.12%"
"2019-09-17","592.200","599.500","602.490","583.700","11.81K","0.63%"
"2019-09-18","592.200","594.870","598.290","580.235","0.04K","0.00%"
"2019-09-19","590.500","595.700","598.170","583.700","0.04K","-0.29%"
"2019-09-20","590.200","594.000","600.280","583.700","0.05K","-0.05%"
"2019-09-23","596.890","593.700","603.330","583.700","2.57K","1.13%"
"2019-09-24","593.480","597.720","600.000","583.700","0.03K","-0.57%"
"2019-09-25","592.980","596.980","603.570","583.700","0.13K","-0.08%"
"2019-09-26","599.700","596.480","606.425","583.700","2.57K","1.13%"
"2019-09-27","597.480","603.200","603.200","600.240","0.03K","-0.37%"
"2019-09-30","595.980","600.980","600.980","598.990","0.03K","-0.25%"
"2019-10-01","598.980","599.480","604.900","599.450","0.04K","0.50%"
"2019-10-02","595.410","602.480","607.760","591.725","0.40K","-0.60%"
"2019-10-03","595.480","600.700","602.485","593.270","0.16K","0.01%"
"2019-10-04","599.730","598.980","602.985","597.810","6.72K","0.71%"
"2019-10-07","594.000","600.600","604.235","596.220","3.80K","-0.96%"
"2019-10-08","594.000","597.500","603.185","583.700","0.05K","0.00%"
"2019-10-09","593.980","597.500","601.660","594.530","0.06K","0.00%"
"2019-10-10","592.180","597.480","599.745","583.700","0.04K","-0.30%"
"2019-10-11","592.250","595.480","601.050","583.700","0.10K","0.01%"
"2019-10-14","591.750","595.750","599.815","583.700","0.11K","-0.08%"
"2019-10-15","591.500","595.250","599.485","592.980","0.05K","-0.04%"
"2019-10-16","591.480","583.700","597.370","583.700","0.05K","0.00%"
"2019-10-17","590.980","594.980","597.185","583.095","0.06K","-0.08%"
"2019-10-18","587.550","592.950","595.170","583.700","0.06K","-0.58%"
"2019-10-21","584.200","589.700","598.135","583.700","2.55K","-0.57%"
"2019-10-22","585.000","587.700","594.835","582.430","3.24K","0.14%"
"2019-10-23","586.220","583.700","594.530","583.700","0.04K","0.21%"
"2019-10-24","585.000","589.720","596.395","583.700","0.04K","-0.21%"
"2019-10-25","586.700","588.500","597.075","582.750","0.06K","0.29%"
"2019-10-28","588.000","590.200","596.850","582.470","0.05K","0.22%"
"2019-10-29","588.000","591.000","591.680","583.700","0.04K","0.00%"
"2019-10-30","586.200","591.500","594.745","583.700","0.04K","-0.31%"
"2019-10-31","586.100","589.700","590.680","583.000","0.04K","-0.02%"
"2019-11-01","586.220","589.600","589.810","583.700","0.05K","0.02%"
"2019-11-04","583.700","589.700","593.840","583.700","3.79K","-0.43%"
"2019-11-05","585.450","587.200","597.500","583.700","3.02K","0.30%"
"2019-11-06","588.085","588.950","592.250","583.700","0.05K","0.45%"
"2019-11-07","589.190","588.500","598.810","583.700","0.32K","0.19%"
"2019-11-08","590.000","592.200","594.000","583.700","0.05K","0.14%"
"2019-11-11","591.250","593.500","595.125","583.700","0.02K","0.21%"
"2019-11-12","593.350","594.750","595.245","583.700","0.04K","0.36%"
"2019-11-13","592.250","583.700","595.870","583.700","0.03K","-0.19%"
"2019-11-14","592.200","595.750","596.125","583.700","0.03K","-0.01%"
"2019-11-15","594.255","595.700","596.100","583.700","0.04K","0.35%"
"2019-11-18","589.480","595.250","600.410","583.700","1.95K","-0.80%"
"2019-11-19","591.375","592.155","596.000","583.700","0.06K","0.32%"
"2019-11-20","589.000","592.200","598.055","583.700","0.05K","-0.40%"
"2019-11-21","589.000","592.500","596.000","583.700","0.03K","0.00%"
"2019-11-22","589.220","594.870","600.565","581.710","0.06K","0.04%"
"2019-11-25","591.500","592.720","602.420","583.700","0.21K","0.39%"
"2019-11-26","594.175","595.000","601.375","583.700","0.05K","0.45%"
"2019-11-27","592.000","594.980","598.165","583.700","0.03K","-0.37%"
"2019-11-28","592.000","595.500","599.160","583.700","0.01K","0.00%"
"2019-11-29","592.250","583.700","602.635","583.700","0.03K","0.04%"
"2019-12-02","593.760","595.750","599.210","583.700","0.03K","0.25%"
"2019-12-03","588.480","596.000","596.125","583.700","0.05K","-0.89%"
"2019-12-04","588.750","591.980","596.000","583.700","0.02K","0.05%"
"2019-12-05","588.750","592.220","592.415","583.700","0.03K","0.00%"
"2019-12-06","587.220","592.000","592.375","583.700","0.03K","-0.26%"
"2019-12-09","589.220","590.720","594.870","583.700","0.04K","0.34%"
"2019-12-10","591.655","583.700","594.930","583.700","0.03K","0.41%"
"2019-12-11","588.980","592.480","592.550","583.700","0.05K","-0.45%"
"2019-12-12","589.950","592.480","594.355","582.825","0.03K","0.16%"
"2019-12-13","585.820","589.135","594.105","581.220","0.06K","-0.70%"
"2019-12-16","584.700","587.450","593.090","583.700","0.06K","-0.19%"
"2019-12-17","589.820","588.200","593.325","583.700","0.04K","0.88%"
"2019-12-18","585.200","591.700","591.760","583.570","0.05K","-0.78%"
"2019-12-19","586.000","583.700","594.045","583.700","0.04K","0.14%"
"2019-12-20","586.400","589.500","597.130","583.075","0.04K","0.07%"
"2019-12-23","591.680","589.900","596.190","583.700","0.11K","0.90%"
"2019-12-24","588.250","591.750","596.590","583.700","0.04K","-0.58%"
"2019-12-25","588.250","591.750","591.750","583.700","","0.00%"
"2019-12-26","589.860","583.700","595.375","583.700","0.06K","0.27%"
"2019-12-27","586.250","591.500","592.410","583.700","0.08K","-0.61%"
"2019-12-30","582.000","589.750","590.430","583.700","0.02K","-0.72%"
"2019-12-31","581.750","585.500","589.095","583.700","0.03K","-0.04%"
"2020-01-01","581.750","585.250","585.250","583.700","","0.00%"
"2020-01-02","581.700","585.250","590.135","582.730","0.04K","-0.01%"
"2020-01-03","587.000","585.200","590.135","581.840","0.05K","0.91%"
"2020-01-06","584.000","587.720","591.795","583.090","0.04K","-0.51%"
"2020-01-07","583.200","587.500","593.815","582.580","0.16K","-0.14%"
"2020-01-08","583.220","586.700","590.095","583.480","0.13K","0.00%"
"2020-01-09","589.500","586.720","589.500","583.465","0.04K","1.08%"
"2020-01-10","587.000","583.700","590.620","583.470","0.04K","-0.42%"
"2020-01-13","586.000","590.500","590.500","583.700","0.04K","-0.17%"
"2020-01-14","590.580","589.500","596.250","583.655","2.69K","0.78%"
"2020-01-15","589.185","589.000","590.810","583.655","0.05K","-0.24%"
"2020-01-16","585.450","589.000","590.750","583.700","0.05K","-0.63%"
"2020-01-17","585.450","588.950","589.000","583.700","0.04K","0.00%"
"2020-01-20","585.350","588.900","590.200","583.700","0.02K","-0.02%"
"2020-01-21","587.700","588.850","593.080","583.700","0.09K","0.40%"
"2020-01-22","587.780","591.200","593.505","583.700","0.15K","0.01%"
